Mod:Item:MetaData, Localized Name
harvestcraft:sausagerollitem, ソーセージロール
harvestcraft:sesameballitem, ゴマ団子
harvestcraft:sesamesnapsitem, ゴマおこし
harvestcraft:shrimpokrahushpuppiesitem, エビ・豚肉・オクラのハッシュパピー
harvestcraft:soysauceitem, 醤油
harvestcraft:sweetpickleitem, スイートピクルス
harvestcraft:veggiestripsitem, 野菜ジャーキー
harvestcraft:vindalooitem, ヴィンダルー
harvestcraft:applesmoothieitem, リンゴスムージー
harvestcraft:coconutsmoothieitem, ココナッツスムージー
harvestcraft:cranberrysmoothieitem, クランベリースムージー
harvestcraft:cranberryyogurtitem, クランベリーヨーグルト
harvestcraft:grapesmoothieitem, ブドウスムージー
harvestcraft:pearsmoothieitem, 洋梨のスムージー
harvestcraft:pearjellyitem, 洋梨ジャム
harvestcraft:pearjellysandwichitem, 洋梨ジャムのサンドイッチ
harvestcraft:plumsmoothieitem, 梅スムージー
harvestcraft:plumjellyitem, 梅ジャム
harvestcraft:plumjellysandwichitem, 梅ジャムのサンドイッチ
harvestcraft:honeysandwichitem, 蜂蜜サンドイッチ
harvestcraft:cheeseontoastitem, チーズトースト
harvestcraft:tunapotatoitem, ツナ乗せベイクドポテト
harvestcraft:chocolaterollitem, チョコレートロール
harvestcraft:jamrollitem, ジャムロール
harvestcraft:coconutcreamitem, ココナッツクリーム
harvestcraft:crackeritem, クラッカー
harvestcraft:garammasalaitem, ガラムマサラ
harvestcraft:paneeritem, パニール
harvestcraft:gravyitem, グレイビーソース
harvestcraft:mangochutneyitem, マンゴーのチャツネ
harvestcraft:marzipanitem, マカロン
harvestcraft:paneertikkamasalaitem, パニールティッカ・マサラ
harvestcraft:peaandhamsoupitem, えんどう豆とハムのスープ
harvestcraft:potatoandleeksoupitem, ジャガイモとポロネギのクリームシチュー
harvestcraft:yorkshirepuddingitem, ヨークシャー・プディング
harvestcraft:sesameoilitem, ゴマ油
harvestcraft:noodlesitem, 麺
harvestcraft:chickenchowmeinitem, 鶏肉の炒麺
harvestcraft:kungpaochickenitem, 宮保鶏丁
harvestcraft:hoisinsauceitem, 海鮮醤
harvestcraft:fivespiceitem, 五香粉
harvestcraft:charsiuitem, チャーシュー
harvestcraft:sweetandsoursauceitem, 甘酢あん
harvestcraft:sweetandsourchickenitem, 鶏肉の甘酢あん掛け
harvestcraft:baconandeggsitem, ベーコンエッグ
harvestcraft:biscuitsandgravyitem, ビスケットアンドグレイビー
harvestcraft:applefritteritem, リンゴのフリッター
harvestcraft:sweetteaitem, スイートティー
harvestcraft:creepercookieitem, クリーパークッキー
harvestcraft:honeybreaditem, 蜂蜜を塗ったパン
harvestcraft:honeybunitem, 蜂蜜スイートロール
harvestcraft:honeyglazedcarrotsitem, ニンジンの蜂蜜グラッセ
harvestcraft:honeyglazedhamitem, ハムの蜂蜜焼き
harvestcraft:honeysoyribsitem, リブ肉の蜂蜜醤油焼き
harvestcraft:chocovoxelsitem, チョコボクセルシリアル
harvestcraft:cinnamontoastitem, シナモントースト
harvestcraft:cornedbeefitem, コンビーフ
harvestcraft:cottoncandyitem, わたあめ
harvestcraft:crackersitem, クラッカー
harvestcraft:creeperwingsitem, クリーパー風バッファローウィング
harvestcraft:dhalitem, ダールカレー
harvestcraft:durianmilkshakeitem, ドリアンミルクセーキ
harvestcraft:durianmuffinitem, ドリアンマフィン
harvestcraft:hotsauceitem, タバスコ
harvestcraft:hummusitem, フムス
harvestcraft:ironbrewitem, アイアン・ブルー
harvestcraft:lasagnaitem, ラザニア
harvestcraft:lemondrizzlecakeitem, レモンドリズルケーキ
harvestcraft:meatloafitem, ミートローフ
harvestcraft:mushroomlasagnaitem, マッシュルームのラザニア
harvestcraft:musselcookeditem, 焼きムール貝
harvestcraft:netherwingsitem, ネザー風バッファローウィング
harvestcraft:pizzasoupitem, ピザスープ
harvestcraft:poutineitem, プーティン
harvestcraft:salsaitem, サルサソース
harvestcraft:sardinesinhotsauceitem, ウルメイワシのチリソース漬け
harvestcraft:teriyakichickenitem, 鶏の照り焼き
harvestcraft:turkishdelightitem, ロクム
harvestcraft:greeneggsandhamitem, グリーンエッグスアンドハム
harvestcraft:theatreboxitem, シアターボックス
harvestcraft:cookiesandmilkitem, クッキーと牛乳
harvestcraft:crackersandcheeseitem, クラッカーとチーズ
harvestcraft:chickendinneritem, 鶏肉の晩餐
harvestcraft:corndogitem, コーンドッグ
harvestcraft:hamandcheesesandwichitem, ハムとチーズのサンドイッチ
harvestcraft:tunasaladitem, ツナサラダ
harvestcraft:gritsitem, コーングリッツ
harvestcraft:buttercookieitem, バタークッキー
harvestcraft:sugarcookieitem, シュガークッキー
harvestcraft:potatochipsitem, ポテトチップス
harvestcraft:bbqpotatochipsitem, ポテトチップスBBQ味
harvestcraft:sourcreamandonionpotatochipsitem, ポテトチップスオニオンサワー味
harvestcraft:cheddarandsourcreampotatochipsitem, ポテトチップスチーズサワー味
harvestcraft:tortillachipsitem, トルティーヤチップス
harvestcraft:chipsanddipitem, トルティーヤチップスとディップ
harvestcraft:cheezepuffsitem, チーズパフ
harvestcraft:surfandturfitem, サーフアンドターフ
harvestcraft:liverandonionsitem, レバーアンドオニオン
harvestcraft:fortunecookieitem, フォーチュンクッキー
harvestcraft:deviledeggitem, デビルドエッグ
harvestcraft:mozzerellasticksitem, モッツァレラスティック
harvestcraft:succotashitem, サコタッシュ
harvestcraft:friedgreentomatoesitem, フライド・グリーン・トマト
harvestcraft:potatoesobrienitem, ポテト・オブライアン
harvestcraft:tatertotsitem, テイタートッツ
harvestcraft:smoresitem, スモア
harvestcraft:steakfajitaitem, ビーフファヒータ
harvestcraft:ramenitem, ラーメン
harvestcraft:misosoupitem, 味噌汁
harvestcraft:onigiriitem, おにぎり
harvestcraft:grilledcheesevegemitetoastitem, 焼きチーズとベジマイトのトースト
harvestcraft:monsterfrieddumplingsitem, 巨大揚げ団子
harvestcraft:crispyricepuffcerealitem, ポン菓子
harvestcraft:crispyricepuffbarsitem, おこし
harvestcraft:babaganoushitem, ババ・ガヌーシュ
harvestcraft:berryvinaigrettesaladitem, ベリーのヴィネグレットサラダ
harvestcraft:tomatoherbchickenitem, トマトハーブチキン
harvestcraft:pastagardeniaitem, パスタガーデニア
harvestcraft:fiestacornsaladitem, フィエスタ・コーンサラダ
harvestcraft:threebeansaladitem, 三種の豆のサラダ
harvestcraft:sweetandsourmeatballsitem, 肉団子の甘酢あんかけ
harvestcraft:pepperjellyitem, 唐辛子ジャム
harvestcraft:pepperjellyandcrackersitem, 唐辛子ジャムを塗ったクラッカー
harvestcraft:saltedcaramelitem, 塩キャラメル
harvestcraft:spidereyepieitem, クモの目パイ
harvestcraft:cheesyshrimpquinoaitem, キヌアのチーズエビ乗せ
harvestcraft:bulgogiitem, プルコギ
harvestcraft:omuriceitem, オムライス
harvestcraft:pemmicanitem, ペミカン
harvestcraft:driedsoupitem, スープの素
harvestcraft:crabkimbapitem, カニのキムバップ
harvestcraft:froglegstirfryitem, カエルの脚の炒め物
harvestcraft:haggisitem, ハギス
harvestcraft:chickenkatsuitem, チキンカツ丼
harvestcraft:chocolateorangeitem, チョコレートオレンジ
harvestcraft:festivalbreaditem, ジャマイカ風フェスティバルブレッド
harvestcraft:fruitcreamfestivalbreaditem, フルーツとクリームのフェスティバルブレッド
harvestcraft:phoitem, フォー
harvestcraft:bubbleteaitem, タピオカティー
harvestcraft:duckrawitem, 生のアヒル肉
harvestcraft:duckcookeditem, 焼きアヒル肉
harvestcraft:wontonsoupitem, ワンタンスープ
harvestcraft:springrollitem, 春巻
harvestcraft:meatystirfryitem, 肉野菜炒め
harvestcraft:potstickersitem, 餃子
harvestcraft:orangeduckitem, アヒルのオレンジ焼き
harvestcraft:pekingduckitem, 北京ダック
harvestcraft:stuffedduckitem, アヒルの詰め焼き
harvestcraft:rouxitem, ルー
harvestcraft:candiedpecansitem, りんかけペカンナッツ
harvestcraft:stuffingitem, ファルシ
harvestcraft:greenbeancasseroleitem, 緑の豆のキャセロール
harvestcraft:hamandpineapplepizzaitem, ハムとパイナップルのピザ
harvestcraft:cobblestonecobbleritem, 丸石(コブルストーン)のコブラー
harvestcraft:crayfishsaladitem, ザリガニのサラダ
harvestcraft:cevicheitem, セビチェ
harvestcraft:bakedcactusitem, 焼きサボテン
harvestcraft:garlicsteakitem, ガーリックステーキ
harvestcraft:mushroomsteakitem, マッシュルームステーキ
harvestcraft:hotdishcasseroleitem, ホットディッシュ
harvestcraft:sausagebeanmeltitem, ソーセージアンドビーンのメルト
harvestcraft:mettbrotchenitem, メットブレートヒェン
harvestcraft:porkrindsitem, ポーク・ラインズ
harvestcraft:cracklinsitem, ポーク・クラックリング
harvestcraft:chorusfruitsoupitem, コーラスフルーツのスープ
harvestcraft:akutuqitem, アグダク
harvestcraft:cantonesegreensitem, 広東風葉物炒め
harvestcraft:earlgreyteaitem, アールグレイをホットで
harvestcraft:eggrollitem, エッグロール
harvestcraft:eggtartitem, エッグタルト
harvestcraft:greenteaitem, 緑茶
harvestcraft:meesuaitem, 麺線
harvestcraft:oystersauceitem, オイスターソース
harvestcraft:squidinkspaghettiitem, イカスミのスパゲッティ
harvestcraft:steaktartareitem, タルタルステーキ
harvestcraft:szechuaneggplantitem, 麻婆茄子
harvestcraft:baconpancakesitem, ベーコンパンケーキ
harvestcraft:blackpaellaitem, アロス・ネグロ
harvestcraft:blazingsoupitem, ブレイジングスープ
harvestcraft:briochebunitem, ブリオッシュバンズ
harvestcraft:chickenpaellaitem, チキンパエリア
harvestcraft:escargotitem, エスカルゴの前菜
harvestcraft:gourmetbeefpattyitem, ぜいたくビーフパティ
harvestcraft:gourmetmuttonpattyitem, ぜいたくマトンパティ
harvestcraft:gourmetporkpattyitem, ぜいたくポークパティ
harvestcraft:gourmetvenisonpattyitem, ぜいたく鹿肉パティ
harvestcraft:guisoitem, カルボナーダ
harvestcraft:jelliedeelitem, ウナギのゼリー寄せ
harvestcraft:kalechipsitem, ケールチップス
harvestcraft:padthaiitem, パッタイ
harvestcraft:peanutbutterbananasandwichitem, ピーナッツバターとバナナのサンドイッチ
harvestcraft:peanutbuttercupitem, ピーナッツバターカップ
harvestcraft:pinkelitem, ピンケルソーセージ
harvestcraft:pitepaltitem, ピーテパルト
harvestcraft:sauerbratenitem, ザウアーブラーテン
harvestcraft:slimepieitem, スライムパイ
harvestcraft:strawberryrhubarbpieitem, イチゴとルバーブのパイ
harvestcraft:tiropitaitem, ティロピタ
harvestcraft:rosepetalteaitem, ローズペタルティー
harvestcraft:potatoskinsitem, Potato Skins
harvestcraft:chilidonutitem, Chili Donut
harvestcraft:bbqsauceitem, BBQ Sauce
harvestcraft:vanillacupcakeitem, Vanilla Cupcake
harvestcraft:chocolatecupcakeitem, Chocolate Cupcake
harvestcraft:carrotcupcakeitem, Carrot Cupcake
harvestcraft:redvelvetcupcakeitem, Red Velvet Cupcake
harvestcraft:chilicupcakeitem, Chili Cupcake
harvestcraft:peanutbuttercupcakeitem, Peanut Butter Cupcake
harvestcraft:lemoncupcakeitem, Lemon Cupcake
harvestcraft:strawberrycupcakeitem, Strawberry Cupcake
harvestcraft:mintcupcakeitem, Mint Cupcake
harvestcraft:coffeecupcakeitem, Coffee Cupcake
harvestcraft:sprinklescupcakeitem, Sprinkles Cupcake
harvestcraft:caramelcupcakeitem, Caramel Cupcake
harvestcraft:cherryslushieitem, Cherry Slushie
harvestcraft:pambitsboxitem, Pam Bits Box
harvestcraft:stuffedchilipeppersitem, Stuffed Chili Peppers
harvestcraft:slimegummiesitem, Slime Gummies
harvestcraft:chocolatepuddingitem, Chocolate Pudding
harvestcraft:bbqchickenpizzaitem, BBQ Chicken Pizza
harvestcraft:quesadillaitem, Quesadilla
harvestcraft:bibimbapitem, Bibimbap
harvestcraft:shrimpcocktailitem, Shrimp Cocktail
harvestcraft:nopalessaladitem, Nopales Salad
harvestcraft:meringueitem, Meringue
harvestcraft:applesnowitem, Apple Snow
harvestcraft:bakedalaskaitem, Baked Alaska
harvestcraft:berrymeringuenestitem, Berry Meringue Nest
harvestcraft:etonmessitem, Eton Mess
harvestcraft:meringuebombeitem, Meringue Bombe
harvestcraft:meringuebrownieitem, Meringue Brownie
harvestcraft:meringuecookieitem, Meringue Cookie
harvestcraft:meringuerouladeitem, Meringue Roulade
harvestcraft:merveilleuxitem, Merveilleux
harvestcraft:bbqjackfruititem, BBQ Jackfruit
harvestcraft:mushroomketchupomeletitem, Mushroom Ketchup Omelet
harvestcraft:mushroomketchupitem, Mushroom Ketchup
harvestcraft:lycheeteaitem, Lychee Tea
harvestcraft:baconwrappedchiliitem, Bacon Wrapped Chili
harvestcraft:seedenergygelitem, Seed Energy Gel
harvestcraft:chickencordonbleuitem, Chicken Cordon Bleu
harvestcraft:sundayhighteaitem, Sunday High Tea
harvestcraft:cucumbersandwichitem, Cucumber Sandwich
harvestcraft:dandelionsaladitem, Dandelion Salad
harvestcraft:peanutsoupitem, Peanut Soup
harvestcraft:vanillaconchasbreaditem, Vanilla Conchas Bread
harvestcraft:chocolatecoconutbaritem, Chocolate Coconut Bar
harvestcraft:strawberrysouffleitem, Strawberry Soufflé
harvestcraft:gyudonitem, Gyudon
harvestcraft:shrimptemperaitem, Shrimp Tempura
harvestcraft:imagawayakiitem, Imagawayaki
harvestcraft:mochicakeitem, Mochi Cake
harvestcraft:mochidessertitem, Mochi Dessert
harvestcraft:taiyakiitem, Taiyaki
harvestcraft:salmononigiriitem, Salmon Onigiri
harvestcraft:tunaonigiriitem, Tuna Onigiri
harvestcraft:friedbolognasandwichitem, Fried Bologna Sandwich
harvestcraft:bolognasandwichitem, Bologna Sandwich
harvestcraft:ricepuddingitem, Rice Pudding
harvestcraft:musubiitem, Musubi
harvestcraft:imitationcrabsticksitem, Imitation Crab Sticks
harvestcraft:misopasteitem, Miso Paste
harvestcraft:dandelionteaitem, Dandelion Tea
harvestcraft:gravlaxitem, Gravlax
harvestcraft:cheesedanishitem, Cheese Danish
harvestcraft:schnitzelitem, Schnitzel
harvestcraft:bolognaitem, Bologna
harvestcraft:raspberrymilkshakeitem, Raspberry Milk Shake
harvestcraft:pumpkinspicelatteitem, Pumpkin Spice Latte
harvestcraft:rootbeerfloatitem, Root Beer Float
harvestcraft:hotcocoaitem, Hot Cocoa
harvestcraft:cinnamonbreaditem, Cinnamon Bread
harvestcraft:cornchipsitem, Corn Chips
harvestcraft:marshmellowchicksitem, Marshmellow Chicks
harvestcraft:pizzasliceitem, Pizza Slice
harvestcraft:groundbeefitem, 牛ひき肉
harvestcraft:groundchickenitem, 鶏ひき肉
harvestcraft:groundduckitem, アヒルひき肉
harvestcraft:groundfishitem, すり身
harvestcraft:groundmuttonitem, 羊ひき肉
harvestcraft:groundporkitem, 豚ひき肉
harvestcraft:groundrabbititem, 兎ひき肉
harvestcraft:groundturkeyitem, 七面鳥ひき肉
harvestcraft:groundvenisonitem, 鹿ひき肉
harvestcraft:rawtofeakitem, 生の牛もどき
harvestcraft:rawtofaconitem, 生のベーコンもどき
harvestcraft:rawtofeegitem, 生の卵もどき
harvestcraft:rawtofuttonitem, 生の羊もどき
harvestcraft:rawtofickenitem, 生の鶏もどき
harvestcraft:rawtofabbititem, 生の兎もどき
harvestcraft:rawtofurkeyitem, 生の七面鳥もどき
harvestcraft:rawtofenisonitem, 生の鹿もどき
harvestcraft:rawtofuduckitem, 生のアヒルもどき
harvestcraft:cookedtofeakitem, ステーキもどき
harvestcraft:cookedtofaconitem, 焼きベーコンもどき
harvestcraft:cookedtofishitem, 焼き魚もどき
harvestcraft:cookedtofeegitem, 焼き卵もどき
harvestcraft:cookedtofuttonitem, 焼き羊もどき
harvestcraft:cookedtofickenitem, 焼き鶏もどき
harvestcraft:cookedtofabbititem, 焼き兎もどき
harvestcraft:cookedtofurkeyitem, 焼き七面鳥もどき
harvestcraft:cookedtofenisonitem, 焼き鹿もどき
harvestcraft:cookedtofuduckitem, 焼きアヒルもどき
harvestcraft:carrotcakeitem, ニンジンケーキ
harvestcraft:holidaycakeitem, クリスマスケーキ
harvestcraft:pumpkincheesecakeitem, パンプキンチーズケーキ
harvestcraft:pavlovaitem, パブロバ
harvestcraft:lamingtonitem, ラミントン
harvestcraft:cheesecakeitem, チーズケーキ
harvestcraft:cherrycheesecakeitem, サクランボのチーズケーキ
harvestcraft:pineappleupsidedowncakeitem, パイナップルのアップサイドダウンケーキ
harvestcraft:chocolatesprinklecakeitem, スプリンクルを振ったチョコレートケーキ
harvestcraft:redvelvetcakeitem, レッドベルベットケーキ
harvestcraft:baconcheeseburgeritem, ベーコンチーズバーガー
harvestcraft:deluxecheeseburgeritem, デラックスチーズバーガー
harvestcraft:beansontoastitem, ベイクドビーンズトースト
harvestcraft:meatpieitem, ミートパイ
harvestcraft:chikorollitem, チコロール
harvestcraft:spinachpieitem, ホウレンソウのパイ
harvestcraft:coleslawburgeritem, コールスローバーガー
harvestcraft:hotandsoursoupitem, 酸辣湯
harvestcraft:patreonpieitem, Patreonパイ
harvestcraft:chilidogitem, チリドッグ
harvestcraft:tunafishsandwichitem, ツナサンド
harvestcraft:clamchowderitem, クラムチャウダー
harvestcraft:breakfastburritoitem, 朝ブリトー
harvestcraft:chipsandsalsaitem, トルティーヤチップスとサルサ
harvestcraft:crawfishetoufeeitem, ザリガニのエトゥフェ
harvestcraft:saucedlambkebabitem, 羊肉ケバブのソースがけ
harvestcraft:cantonesenoodlesitem, 広東風焼きそば
harvestcraft:dangoitem, 団子
harvestcraft:takoyakiitem, たこ焼き
harvestcraft:groiledcheesesandwichitem, 直火焼きチーズサンド
harvestcraft:cheesesteakitem, Cheesesteak
harvestcraft:swedishmeatballsitem, Swedish Meatballs
harvestcraft:buttertartitem, Butter Tart
harvestcraft:battenbergitem, Battenberg
harvestcraft:slawdogitem, Slaw Dog
harvestcraft:rivermudcakeitem, River Mud Cake
harvestcraft:fruitcakeitem, Fruit Cake
harvestcraft:springfieldcashewchickenitem, スプリングフィールド風鶏肉のカシューナッツ炒め
harvestcraft:enchiladaitem, エンチラーダ
harvestcraft:pizzaitem, ピザ
harvestcraft:onionsoupitem, オニオンスープ
harvestcraft:baconmushroomburgeritem, ベーコンマッシュルームバーガー
harvestcraft:toadintheholeitem, トードインザホール
harvestcraft:homestylelunchitem, 家庭的な昼食
harvestcraft:montecristosandwichitem, モンテクリストサンドイッチ
harvestcraft:mobsoupitem, モブスープ
harvestcraft:randomtacoitem, 全然ちゃうタコス
harvestcraft:hamsweetpicklesandwichitem, ハムとスイートピクルスのサンドイッチ
harvestcraft:toastedwesternitem, トーストしたデンバーサンドイッチ
harvestcraft:eggsbenedictitem, エッグベネディクト
harvestcraft:glisteningsaladitem, きらめくサラダ
harvestcraft:meatloafsandwichitem, ミートローフサンドイッチ
harvestcraft:mashedpotatoeschickenbiscuititem, Mashed Potatoes and Chicken Biscuit
harvestcraft:cassouletitem, Cassoulet
harvestcraft:bratwurstitem, Bratwurst
harvestcraft:chickenbiscuititem, Chicken Biscuit
harvestcraft:epicbltitem, まいうーBLT
harvestcraft:kohlundpinkelitem, グリュンコールとピンケルソーセージ
harvestcraft:beetburgeritem, ビートバーガー
harvestcraft:anchovypepperonipizzaitem, アンチョビとペパロニのピザ
harvestcraft:spaghettidinneritem, スパゲッティの晩餐
harvestcraft:gumboitem, ガンボ
harvestcraft:jambalayaitem, ジャンバラヤ
harvestcraft:supremepizzaitem, 特上ピザ
harvestcraft:bbqplatteritem, BBQプラッター
harvestcraft:chickenandwafflesitem, チキンアンドワッフル
harvestcraft:gourmetporkburgeritem, ぜいたくポークバーガー
harvestcraft:bbqchickenbiscuititem, BBQ Chicken Biscuit
harvestcraft:delightedmealitem, デラックスセット
harvestcraft:heartybreakfastitem, 最高の朝食
harvestcraft:mcpamitem, マックパム
harvestcraft:deluxenachoesitem, デラックスナチョス
harvestcraft:gourmetmuttonburgeritem, ぜいたくマトンバーガー
harvestcraft:netherstartoastitem, トーストのネザースター乗せ
harvestcraft:paradiseburgeritem, パラダイスバーガー
harvestcraft:chimichangaitem, チミチャンガ
harvestcraft:salisburysteakitem, サルスベリーステーキ
harvestcraft:ploughmanslunchitem, プラウマンズランチ
harvestcraft:cornedbeefhashitem, コンビーフのハッシュ
harvestcraft:bentoboxitem, Bento Box
harvestcraft:friedfeastitem, Fried Feast
harvestcraft:timpanoitem, Timpano
harvestcraft:deluxechickencurryitem, デラックスチキンカレー
harvestcraft:weekendpicnicitem, ピクニックバスケット
harvestcraft:gourmetbeefburgeritem, ぜいたくビーフバーガー
harvestcraft:southernstylebreakfastitem, 南部式の朝食
harvestcraft:meatfeastpizzaitem, 肉祭りピザ
harvestcraft:thankfuldinneritem, 恵みの晩餐
harvestcraft:koreandinneritem, 韓国風の夕食
harvestcraft:gourmetvenisonburgeritem, ぜいたく鹿肉バーガー
harvestcraft:minerstewitem, 鉱夫のシチュー
harvestcraft:cornedbeefbreakfastitem, コンビーフの朝食
harvestcraft:queenbeeitem, 女王蜂
harvestcraft:grubitem, 蜂の子
harvestcraft:cookedgrubitem, 焼き蜂の子
harvestcraft:honeycombitem, 蜜入り蜂の巣
harvestcraft:honeyitem, 蜂蜜
harvestcraft:waxcombitem, 蜂の巣
harvestcraft:royaljellyitem, ローヤルゼリー
harvestcraft:beeswaxitem, 蜜蝋
harvestcraft:fruitbaititem, 罠用果物餌
harvestcraft:grainbaititem, 罠用穀物餌
harvestcraft:veggiebaititem, 罠用野菜餌
harvestcraft:fishtrapbaititem, 罠用魚の餌
harvestcraft:cuttingboarditem, まな板
harvestcraft:potitem, ポット
harvestcraft:skilletitem, フライパン
harvestcraft:saucepanitem, 片手鍋
harvestcraft:bakewareitem, 耐熱皿
harvestcraft:mortarandpestleitem, すり鉢とすりこぎ
harvestcraft:mixingbowlitem, ミキシングボウル
harvestcraft:juiceritem, ジューサー
harvestcraft:anchovyrawitem, 生のカタクチイワシ
harvestcraft:bassrawitem, 生のバス
harvestcraft:carprawitem, 生のコイ
harvestcraft:catfishrawitem, 生のナマズ
harvestcraft:charrrawitem, 生のイワナ
harvestcraft:clamrawitem, 生のハマグリ
harvestcraft:crabrawitem, 生のカニ
harvestcraft:crayfishrawitem, 生のザリガニ
harvestcraft:eelrawitem, 生のウナギ
harvestcraft:frograwitem, 生のカエル
harvestcraft:grouperrawitem, 生のハタ
harvestcraft:herringrawitem, 生のニシン
harvestcraft:jellyfishrawitem, 生のクラゲ
harvestcraft:mudfishrawitem, 生のアミア・カルヴァ
harvestcraft:octopusrawitem, 生のタコ
harvestcraft:perchrawitem, 生のパーチ
harvestcraft:scalloprawitem, 生のホタテ
harvestcraft:shrimprawitem, 生のエビ
harvestcraft:snailrawitem, 生のエスカルゴ
harvestcraft:snapperrawitem, 生のタイ
harvestcraft:tilapiarawitem, 生のティラピア
harvestcraft:troutrawitem, 生のマス
harvestcraft:tunarawitem, 生のマグロ
harvestcraft:turtlerawitem, 生のウミガメ
harvestcraft:walleyerawitem, 生のウォールアイ
harvestcraft:greenheartfishitem, グリーンハートフィッシュ
harvestcraft:sardinerawitem, 生のウルメイワシ
harvestcraft:musselrawitem, 生のムール貝
harvestcraft:rawtofishitem, 生の魚もどき
harvestcraft:oysterrawitem, 生の牡蠣
harvestcraft:hardenedleatheritem, 硬化レザー
harvestcraft:hardenedleatherhelmitem, 硬化レザーのヘルム
harvestcraft:hardenedleatherchestitem, 硬化レザーのチェストプレート
harvestcraft:hardenedleatherleggingsitem, 硬化レザーのレギンス
harvestcraft:hardenedleatherbootsitem, 硬化レザーのブーツ
harvestcraft:harvestpumpkinitem, カボチャ
minecraft:cod, 生魚
minecraft:cooked_cod, 焼き魚
minecraft:salmon, 生鮭
minecraft:cooked_salmon, 焼き鮭
minecraft:clownfish, クマノミ
minecraft:pufferfish, フグ
cyclicmagic:nether_redstone_ore, Nether Redstone Ore
cyclicmagic:nether_iron_ore, Nether Iron Ore
cyclicmagic:nether_gold_ore, Nether Gold Ore
cyclicmagic:nether_coal_ore, Nether Coal Ore
cyclicmagic:nether_lapis_ore, Nether Lapis Ore
cyclicmagic:nether_emerald_ore, Nether Emerald Ore
cyclicmagic:nether_diamond_ore, Nether Diamond Ore
cyclicmagic:end_redstone_ore, End Redstone Ore
cyclicmagic:end_coal_ore, End Coal Ore
cyclicmagic:end_lapis_ore, End Lapis Ore
cyclicmagic:end_emerald_ore, End Emerald Ore
cyclicmagic:end_diamond_ore, End Diamond Ore
cyclicmagic:end_gold_ore, End Gold Ore
cyclicmagic:end_iron_ore, End Iron Ore
cyclicmagic:fluid_drain, Fluid Collector
cyclicmagic:crystallized_amber, Crystallized Amber
cyclicmagic:crystallized_obsidian, Crystallized Obsidian
cyclicmagic:emerald_helmet, Emerald Helmet
cyclicmagic:emerald_chestplate, Emerald Chestplate
cyclicmagic:emerald_leggings, Emerald Leggings
cyclicmagic:emerald_boots, Emerald Boots
cyclicmagic:emerald_sword, Emerald Sword
cyclicmagic:emerald_pickaxe, Emerald Pickaxe
cyclicmagic:emerald_axe, Emerald Axe
cyclicmagic:emerald_spade, Emerald Shovel
cyclicmagic:emerald_hoe, Emerald Hoe
cyclicmagic:purple_boots, Crystallized Obsidian Boots
cyclicmagic:purple_leggings, Crystallized Obsidian Leggings
cyclicmagic:purple_chestplate, Crystallized Obsidian Chestplate
cyclicmagic:purple_helmet, Crystallized Obsidian Helmet
cyclicmagic:crystal_pickaxe, Crystal Pickaxe
cyclicmagic:crystal_axe, Crystal Axe
cyclicmagic:crystal_spade, Crystal Shovel
cyclicmagic:crystal_hoe, Crystal Hoe
cyclicmagic:crystal_sword, Crystal Sword
cyclicmagic:glowing_helmet, Vision Helmet
cyclicmagic:sword_weakness, Sword of Atrophy
cyclicmagic:sword_slowness, Sword of Decay
cyclicmagic:sword_ender, Sword of Evasion
cyclicmagic:netherbrick_pickaxe, Nether Pickaxe
cyclicmagic:netherbrick_axe, Nether Axe
cyclicmagic:netherbrick_spade, Nether Shovel
cyclicmagic:netherbrick_hoe, Nether Hoe
cyclicmagic:sandstone_pickaxe, Sandstone Pickaxe
cyclicmagic:sandstone_axe, Sandstone Axe
cyclicmagic:sandstone_spade, Sandstone Shovel
cyclicmagic:sandstone_hoe, Sandstone Hoe
cyclicmagic:sandstone_sword, Sandstone Sword
cyclicmagic:chest_sack, Sack of Holding
cyclicmagic:chest_sack_empty, Empty Sack of Holding
cyclicmagic:storage_bag, Storage Bag
cyclicmagic:ender_pearl_reuse, Ender Orb
cyclicmagic:ender_pearl_mounted, Ender Orb Translocator
cyclicmagic:tool_harvest_weeds, Brush Scythe
cyclicmagic:tool_harvest_crops, Garden Scythe
cyclicmagic:tool_harvest_leaves, Tree Scythe
cyclicmagic:tool_swap, Standard Exchange Scepter
cyclicmagic:tool_swap_match, Gentle Exchange Scepter
cyclicmagic:dynamite_safe, Combat Dynamite
cyclicmagic:dynamite_mining, Mining Dynamite
cyclicmagic:horse_upgrade_type, Infected Carrot
cyclicmagic:horse_upgrade_variant, Lapis Carrot
cyclicmagic:horse_upgrade_health, Diamond Carrot
cyclicmagic:horse_upgrade_speed, Redstone Carrot
cyclicmagic:horse_upgrade_jump, Ender Carrot
cyclicmagic:heart_food, Heart Container
cyclicmagic:heart_toxic, Empty Heart Container
cyclicmagic:fire_starter, Fire Starter
cyclicmagic:fire_dark_anim, Duskflame Essence
cyclicmagic:ender_blaze, Duskflame Hex
cyclicmagic:fire_frost, Frost Fire
cyclicmagic:fire_dark, Dark Fire
cyclicmagic:plate_launch_med, Slime Plate
cyclicmagic:plate_launch_small, Soft Slime Plate
cyclicmagic:plate_launch_large, Hardened Slime Plate
cyclicmagic:plate_launch_extra, Extreme Slime Plate
cyclicmagic:plate_push, Conveyor Belt
